date,pdo
1995-08-20,0.24268
1995-08-27,0.248182
1995-09-03,0.366547
1995-09-11,0.737816
1995-09-18,0.877104
1995-09-24,0.567104
1995-10-01,0.554893
1995-10-08,0.309985
1995-10-16,0.163461
1995-10-23,0.219517
1995-10-30,0.393139
1995-11-05,0.58489
1995-11-12,0.514386
1995-11-19,0.595802
1995-11-27,0.562205
1995-12-11,0.572391
1995-12-17,0.249305
1995-12-24,0.405834
1996-01-01,0.724683
1996-01-07,0.899497
1996-01-14,0.829425
1996-01-21,0.435079
1996-01-28,0.678738
1996-02-04,0.967351
1996-02-11,0.961809
1996-02-18,0.767642
1996-02-25,0.723166
1996-03-03,1.005502
1996-03-10,0.939517
1996-03-17,0.714034
1996-03-24,0.869132
1996-03-31,0.842738
1996-04-07,0.717868
1996-04-14,0.428192
1996-04-21,0.45729
1996-04-28,1.129746
1996-05-05,1.546058
1996-05-12,1.533804
1996-05-19,1.286481
1996-05-26,1.247066
1996-06-02,1.01086
1996-06-09,0.81831
1996-06-16,0.800444
1996-06-23,0.870238
1996-06-30,0.844151
1996-07-07,0.774973
1996-07-14,0.81901
1996-07-21,0.865517
1996-07-28,0.978331
1996-08-04,1.003735
1996-08-11,0.842513
1996-08-18,0.757249
1996-08-25,0.916487
1996-09-01,0.931269
1996-09-08,0.767133
1996-09-15,0.972141
1996-09-22,1.133216
1996-09-29,1.121262
1996-10-06,1.118609
1996-10-13,0.890151
1996-10-20,0.736966
1996-10-27,0.966811
1996-11-03,1.250243
1996-11-10,1.111978
1996-11-17,1.098774
1996-11-24,0.765902
1996-12-01,0.36499
1996-12-08,0.403579
1996-12-15,0.872575
1996-12-22,1.504621
1996-12-29,1.738092
1997-01-05,1.536433
1997-01-12,1.480467
1997-01-20,1.741274
1997-01-27,1.795723
1997-02-03,1.317319
1997-02-09,1.209751
1997-02-16,1.190533
1997-02-23,1.187726
1997-03-03,1.222211
1997-03-10,1.001262
1997-03-17,1.183804
1997-03-23,1.015994
1997-03-30,0.986208
1997-04-07,1.14991
1997-04-14,1.239639
1997-04-21,1.327375
1997-04-27,1.421815
1997-05-04,1.604029
1997-05-11,1.778699
1997-05-19,1.916716
1997-05-26,1.856929
1997-06-02,1.419352
1997-06-08,1.382264
1997-06-15,1.324459
1997-06-22,1.284374
1997-06-30,1.339968
1997-07-07,1.456283
1997-07-13,1.576128
1997-07-20,1.655764
1997-07-27,1.692879
1997-08-04,1.729158
1997-08-11,1.829704
1997-08-18,1.709263
1997-08-24,1.671577
1997-08-31,1.645627
1997-09-07,1.750858
1997-09-15,1.779132
1997-09-22,1.733119
1997-09-29,1.909303
1997-10-05,1.869986
1997-10-12,2.065873
1997-10-19,2.1404
1997-10-27,1.688085
1997-11-03,1.801052
1997-11-09,1.480406
1997-11-16,1.03762
1997-11-23,0.953305
1997-12-01,0.828493
1997-12-08,1.03205
1997-12-15,1.185713
1997-12-21,1.195377
1997-12-28,1.462937
1998-01-04,1.787941
1998-01-12,1.385088
1998-01-19,1.253522
1998-01-26,1.455582
1998-02-01,1.777653
1998-02-08,1.782465
1998-02-16,1.448565
1998-02-23,1.292637
1998-03-02,1.506432
1998-03-08,1.713051
1998-03-15,1.611655
1998-03-22,1.274657
1998-03-30,0.781668
1998-04-06,0.479881
1998-04-13,0.425287
1998-04-19,0.515265
1998-04-26,0.934432
1998-05-03,0.790069
1998-05-11,0.658175
1998-05-18,0.543191
1998-05-24,0.518948
1998-05-31,0.685431
1998-06-07,0.825612
1998-06-15,0.683031
1998-06-22,0.666248
1998-06-29,0.60934
1998-07-05,0.437074
1998-07-12,0.469655
1998-07-19,0.646495
1998-07-27,0.62182
1998-08-03,0.601806
1998-08-10,0.674605
1998-08-16,0.43674
1998-08-23,0.437244
1998-08-31,0.448067
1998-09-07,0.424533
1998-09-14,0.521507
1998-09-20,0.410539
1998-09-27,0.412248
1998-10-04,0.444701
1998-10-12,0.287918
1998-10-19,0.212878
1998-10-26,0.279786
1998-11-01,0.192739
1998-11-08,0.106185
1998-11-15,-0.110496
1998-11-23,-0.609885
1998-11-30,-0.709685
1998-12-06,-0.695317
1998-12-13,-0.324432
1998-12-20,0.109239
1998-12-28,-0.042321
1999-01-04,-0.009552
1999-01-11,-0.041843
1999-01-17,-0.211574
1999-01-24,-0.732139
1999-01-31,-1.117847
1999-02-08,-1.257653
1999-02-15,-1.006895
1999-02-22,-1.055625
1999-02-28,-0.803697
1999-03-07,-0.897816
1999-03-15,-1.270568
1999-03-22,-1.404003
1999-03-29,-1.259568
1999-04-04,-1.079494
1999-04-11,-1.229641
1999-04-18,-1.192296
1999-04-26,-1.157225
1999-05-03,-1.098301
1999-05-10,-1.060612
1999-05-16,-0.998442
1999-05-23,-1.000126
1999-05-30,-0.827323
1999-06-07,-1.142824
1999-06-14,-1.23171
1999-06-21,-1.042062
1999-06-27,-0.924151
1999-07-04,-1.133837
1999-07-12,-1.34066
1999-07-19,-1.301614
1999-07-26,-1.291721
1999-08-01,-1.391802
1999-08-08,-1.32929
1999-08-15,-1.160252
1999-08-23,-1.379137
1999-08-30,-1.389303
1999-09-06,-1.407645
1999-09-12,-1.386782
1999-09-19,-1.322612
1999-09-26,-1.202965
1999-10-04,-1.104509
1999-10-11,-1.005498
1999-10-17,-1.203054
1999-10-24,-1.24794
1999-10-31,-1.37358
1999-11-08,-1.586483
1999-11-15,-1.425276
1999-11-22,-1.357507
1999-11-28,-1.725554
1999-12-05,-2.002933
1999-12-12,-1.589155
1999-12-20,-1.225677
1999-12-27,-1.105312
2000-01-02,-1.428265
2000-01-09,-1.785663
2000-01-16,-1.689867
2000-01-23,-1.71839
2000-01-30,-1.645633
2000-02-06,-1.405233
2000-02-13,-1.658356
2000-02-20,-1.930119
2000-02-27,-2.08195
2000-03-05,-1.854633
2000-03-12,-1.783379
2000-03-19,-1.777375
2000-03-26,-1.685445
2000-04-02,-1.502343
2000-04-09,-1.689536
2000-04-16,-1.886353
2000-04-23,-2.08183
2000-04-30,-1.937542
2000-05-07,-1.736677
2000-05-14,-1.786111
2000-05-21,-1.651145
2000-05-28,-1.683602
2000-06-04,-1.693156
2000-06-11,-1.615502
2000-06-18,-1.256046
2000-06-25,-1.246447
2000-07-02,-1.586571
2000-07-09,-1.664808
2000-07-16,-1.648266
2000-07-23,-1.573388
2000-07-30,-1.590699
2000-08-06,-1.48468
2000-08-13,-1.605512
2000-08-20,-1.84729
2000-08-27,-1.61437
2000-09-03,-1.241052
2000-09-10,-1.188614
2000-09-17,-1.358972
2000-09-24,-1.276485
2000-10-01,-1.187227
2000-10-08,-1.363029
2000-10-15,-1.47833
2000-10-22,-1.643937
2000-10-29,-1.675811
2000-11-05,-1.56661
2000-11-12,-1.626587
2000-11-19,-1.98609
2000-11-26,-1.77281
2000-12-03,-1.288128
2000-12-10,-1.619856
2000-12-17,-1.593215
2000-12-24,-1.514696
2001-01-01,-1.042331
2001-01-08,-0.939381
2001-01-15,-1.23967
2001-01-21,-1.511607
2001-01-28,-1.590978
2001-02-04,-1.657867
2001-02-12,-1.638941
2001-02-19,-1.687405
2001-02-26,-1.595507
2001-03-04,-1.402843
2001-03-11,-1.472446
2001-03-18,-1.461515
2001-03-26,-1.227276
2001-04-02,-1.467243
2001-04-09,-1.586955
2001-04-15,-1.767652
2001-04-22,-1.907089
2001-04-30,-1.826836
2001-05-07,-1.458214
2001-05-14,-1.345467
2001-05-20,-1.149964
2001-05-27,-1.060737
2001-06-03,-1.328892
2001-06-11,-1.419665
2001-06-18,-1.401712
2001-06-25,-1.433568
2001-07-01,-1.601787
2001-07-08,-1.344477
2001-07-15,-1.281757
2001-07-23,-1.252747
2001-07-30,-1.400311
2001-08-05,-1.542681
2001-08-12,-1.531266
2001-08-19,-1.59149
2001-08-27,-1.503191
2001-09-03,-1.133948
2001-09-10,-0.93252
2001-09-16,-1.069114
2001-09-23,-1.177575
2001-09-30,-1.036389
2001-10-08,-1.158048
2001-10-15,-1.026123
2001-10-22,-1.244193
2001-10-28,-1.427368
2001-11-04,-1.52162
2001-11-12,-1.650118
2001-11-19,-1.211455
2001-11-26,-1.146904
2001-12-02,-1.378627
2001-12-09,-1.665824
2001-12-16,-1.778415
2001-12-24,-1.642784
2001-12-31,-0.889744
2002-01-07,-0.59517
2002-01-13,-0.65784
2002-01-20,-1.318993
2002-01-27,-1.853807
2002-02-04,-1.688012
2002-02-11,-1.217755
2002-02-17,-0.966693
2002-02-24,-1.036117
2002-03-03,-0.814727
2002-03-11,-1.086096
2002-03-18,-1.252211
2002-03-25,-0.90851
2002-03-31,-0.432587
2002-04-07,-0.647819
2002-04-14,-0.680994
2002-04-22,-0.710389
2002-04-29,-0.694735
2002-05-06,-0.670076
2002-05-12,-0.732417
2002-05-19,-0.757684
2002-05-27,-0.822585
2002-06-03,-0.750651
2002-06-10,-0.94014
2002-06-16,-0.90068
2002-06-23,-0.800636
2002-06-30,-0.892523
2002-07-08,-0.730194
2002-07-15,-0.648549
2002-07-22,-0.504023
2002-07-28,-0.364954
2002-08-04,-0.512636
2002-08-11,-0.564451
2002-08-19,-0.447268
2002-08-26,-0.396891
2002-09-02,-0.319785
2002-09-08,-0.22239
2002-09-15,-0.30275
2002-09-23,-0.181063
2002-09-30,-0.236443
2002-10-07,-0.205704
2002-10-13,-0.095563
2002-10-20,0.092345
2002-10-27,0.09412
2002-11-04,-0.173342
2002-11-11,-0.334546
2002-11-18,0.022801
2002-11-24,0.597275
2002-12-01,0.967318
2002-12-08,0.499191
2002-12-16,-0.164449
2002-12-23,-0.322281
2002-12-29,0.043585
2003-01-05,0.598427
2003-01-12,0.906849
2003-01-20,1.061846
2003-01-27,1.118665
2003-02-03,1.428515
2003-02-09,1.309157
2003-02-16,0.721668
2003-02-23,0.492348
2003-03-03,0.848629
2003-03-10,0.515711
2003-03-17,0.297578
2003-03-23,0.520864
2003-03-30,0.680923
2003-04-07,0.549146
2003-04-14,0.427465
2003-04-21,0.332244
2003-04-27,0.47281
2003-05-04,0.501545
2003-05-11,0.366151
2003-05-19,0.515475
2003-05-26,0.444565
2003-06-02,0.553541
2003-06-08,0.884437
2003-06-15,0.653181
2003-06-22,0.498859
2003-06-30,0.679976
2003-07-07,0.567417
2003-07-13,0.560464
2003-07-20,0.768154
2003-07-27,1.065382
2003-08-04,1.069969
2003-08-11,1.038975
2003-08-18,0.732407
2003-08-24,0.819593
2003-08-31,0.987243
2003-09-07,0.741388
2003-09-15,0.773146
2003-09-22,0.782984
2003-09-29,0.938503
2003-10-05,0.950337
2003-10-12,0.961926
2003-10-19,1.056576
2003-10-27,1.382075
2003-11-03,1.131427
2003-11-09,0.678371
2003-11-16,0.603112
2003-12-01,0.216701
2003-12-08,0.03295
2003-12-15,0.245012
2003-12-21,0.54138
2003-12-28,0.665782
2004-01-04,1.002088
2004-01-11,1.31395
2004-01-18,1.269566
2004-01-25,0.858545
2004-02-01,0.563967
2004-02-08,0.738787
2004-02-15,0.947976
2004-02-22,0.952043
2004-02-29,0.739736
2004-03-07,0.746847
2004-03-14,0.787562
2004-03-21,0.607356
2004-03-28,0.411604
2004-04-04,0.631677
2004-04-11,0.624136
2004-04-18,0.407875
2004-04-25,0.730738
2004-05-02,1.065981
2004-05-09,1.115304
2004-05-16,0.978604
2004-05-23,1.107097
2004-05-30,1.163371
2004-06-06,0.90007
2004-06-13,1.057869
2004-06-20,0.914187
2004-06-27,0.776483
2004-07-04,0.642597
2004-07-11,0.783237
2004-07-18,0.923742
2004-07-25,1.027835
2004-08-01,0.807793
2004-08-08,0.641689
2004-08-15,0.831558
2004-08-22,0.899533
2004-08-29,1.185782
2004-09-05,1.091494
2004-09-12,0.636367
2004-09-19,0.404263
2004-09-26,0.481549
2004-10-03,0.706084
2004-10-10,0.790748
2004-10-17,0.99298
2004-10-24,0.661311
2004-10-31,0.34669
2004-11-07,0.685115
2004-11-14,0.605134
2004-11-21,0.369273
2004-11-28,0.144101
2004-12-05,-0.202231
2004-12-12,0.002036
2004-12-19,0.605348
2004-12-26,0.772111
2005-01-03,1.060003
2005-01-09,1.257057
2005-01-16,1.053285
2005-01-24,1.094136
2005-01-31,0.945338
2005-02-07,0.883806
2005-02-13,1.018194
2005-02-20,0.860705
2005-02-27,0.602662
2005-03-07,1.063611
2005-03-14,1.540107
2005-03-21,1.359988
2005-03-27,0.786424
2005-04-03,0.614428
2005-04-10,0.502167
2005-04-18,0.776977
2005-04-25,1.164269
2005-05-01,1.217194
2005-05-08,0.89483
2005-05-15,0.646036
2005-05-23,0.816042
2005-05-30,0.770353
2005-06-06,0.604193
2005-06-12,0.401
2005-06-19,0.622435
2005-06-26,0.815982
2005-07-04,0.683025
2005-07-11,0.801449
2005-07-18,1.057389
2005-07-24,1.086472
2005-07-31,0.792413
2005-08-07,0.777429
2005-08-15,0.850102
2005-08-22,1.090534
2005-08-28,1.115801
2005-09-04,0.826296
2005-09-11,0.970833
2005-09-19,1.059296
2005-10-03,0.469497
2005-10-09,0.397486
2005-10-16,0.543384
2005-10-23,0.575033
2005-10-31,0.475085
2005-11-07,0.526359
2005-11-14,0.857026
2005-11-20,0.786126
2005-11-27,0.676566
2005-12-05,0.596423
2005-12-12,0.426045
2005-12-19,0.637961
2005-12-25,0.789756
2006-01-01,0.786381
2006-01-08,0.558522
2006-01-16,0.471129
2006-01-23,0.129698
2006-01-30,0.318532
2006-02-05,0.558303
2006-02-12,0.476827
2006-02-19,0.038229
2006-02-27,-0.326887
2006-03-06,-0.312874
2006-03-12,-0.225922
2006-03-19,-0.181213
2006-03-26,-0.026274
2006-04-03,-0.315793
2006-04-10,-0.393943
2006-04-17,-0.591571
2006-04-23,-0.365771
2006-04-30,-0.080758
2006-05-07,-0.020468
2006-05-15,-0.058139
2006-05-22,-0.30535
2006-05-29,-0.321113
2006-06-04,-0.139931
2006-06-11,-0.212611
2006-06-19,-0.395466
2006-06-26,-0.120478
2006-07-03,-0.001078
2006-07-09,0.013908
2006-07-16,-0.013329
2006-07-23,0.10425
2006-07-31,0.023449
2006-08-07,-0.211577
2006-08-14,-0.175461
2006-08-20,-0.42866
2006-08-27,-0.353874
2006-09-03,-0.253161
2006-09-11,-0.34372
2006-09-18,-0.274318
2006-09-24,-0.076917
2006-10-01,0.209256
2006-10-08,0.433239
2006-10-16,0.237619
2006-10-23,0.015159
2006-10-30,0.119797
2006-11-19,-0.090224
2006-11-27,-0.309098
2006-12-04,-0.448081
2006-12-11,-0.383012
2006-12-17,-0.241102
2006-12-24,-0.179945
2007-01-01,-0.108124
2007-01-08,-0.11557
2007-01-15,-0.498883
2007-01-21,-0.261293
2007-01-28,0.384673
2007-02-04,0.526565
2007-02-12,-0.082212
2007-02-19,-0.699746
2007-02-26,-0.978241
2007-03-04,-0.385049
2007-03-11,0.179585
2007-03-18,-0.105578
2007-03-26,-0.325429
2007-04-02,-0.090358
2007-04-09,-0.287829
2007-04-15,-0.312825
2007-04-22,-0.545195
2007-04-30,-0.184726
2007-05-07,-0.237651
2007-05-14,-0.333732
2007-05-20,-0.237686
2007-05-27,-0.22513
2007-06-03,-0.331195
2007-06-11,-0.507427
2007-06-18,-0.406278
2007-06-25,-0.495758
2007-07-01,-0.463226
2007-07-08,0.000297
2007-07-15,-0.073861
2007-07-23,-0.341884
2007-07-30,-0.237268
2007-08-05,-0.295804
2007-08-12,-0.518673
2007-08-19,-0.493209
2007-08-27,-0.352809
2007-09-03,-0.376432
2007-09-10,-0.200888
2007-09-16,-0.389249
2007-09-23,-0.396064
2007-09-30,-0.457434
2007-10-08,-0.630485
2007-10-15,-0.905437
2007-10-22,-0.845601
2007-10-28,-0.809876
2007-11-04,-0.848332
2007-11-12,-0.713777
2007-11-19,-0.668979
2007-11-26,-0.271904
2007-12-02,-0.182114
2007-12-09,-0.402238
2007-12-16,-0.812142
2007-12-24,-0.938177
2007-12-31,-0.953007
2008-01-06,-0.723169
2008-01-13,-0.288155
2008-01-20,-0.361247
2008-01-27,-0.943426
2008-02-03,-1.365299
2008-02-10,-1.339753
2008-02-17,-0.929187
2008-02-24,-0.765014
2008-03-02,-0.902796
2008-03-09,-1.135522
2008-03-16,-1.494537
2008-03-23,-1.323847
2008-03-30,-1.131275
2008-04-06,-1.178484
2008-04-13,-1.207017
2008-04-20,-1.020772
2008-04-27,-1.093942
2008-05-04,-1.324523
2008-05-11,-1.110426
2008-05-18,-0.885609
2008-05-25,-0.703682
2008-06-01,-0.792499
2008-06-08,-0.852072
2008-06-15,-0.865177
2008-06-22,-0.830837
2008-06-29,-0.76299
2008-07-06,-0.75378
2008-07-13,-0.653667
2008-07-20,-0.66611
2008-07-27,-0.826292
2008-08-03,-0.935599
2008-08-10,-0.900527
2008-08-17,-0.915265
2008-08-24,-1.111374
2008-08-31,-0.900948
2008-09-07,-0.930215
2008-09-14,-0.859338
2008-09-21,-0.771455
2008-09-28,-0.727727
2008-10-05,-0.860171
2008-10-12,-0.955949
2008-10-19,-1.160237
2008-10-26,-1.186912
2008-11-02,-1.150482
2008-11-09,-1.235347
2008-11-16,-1.15473
2008-11-23,-1.265914
2008-11-30,-0.612136
2008-12-07,-0.483119
2008-12-14,-0.609345
2008-12-21,-0.768751
2008-12-28,-1.187234
2009-01-04,-1.311257
2009-01-12,-0.952943
2009-01-19,-0.680694
2009-01-26,-0.928209
2009-02-01,-1.438961
2009-02-08,-1.553885
2009-02-16,-1.478375
2009-02-23,-1.490906
2009-03-02,-1.300784
2009-03-08,-1.282305
2009-03-15,-1.367035
2009-03-22,-1.471028
2009-03-30,-1.674867
2009-04-06,-1.619706
2009-04-13,-1.638628
2009-04-19,-1.435304
2009-04-26,-1.125376
2009-05-03,-1.293605
2009-05-11,-1.242705
2009-05-18,-1.04794
2009-05-24,-0.816609
2009-05-31,-0.859147
2009-06-07,-0.835203
2009-06-15,-0.839093
2009-06-22,-0.878412
2009-06-29,-0.728654
2009-07-05,-0.936342
2009-07-12,-1.05354
2009-07-19,-0.99123
2009-07-27,-0.714021
2009-08-03,-0.870467
2009-08-10,-0.986251
2009-08-16,-0.857757
2009-08-23,-0.771641
2009-08-31,-0.830405
2009-09-07,-0.755895
2009-09-14,-0.669904
2009-09-20,-0.475256
2009-09-27,-0.434267
2009-10-04,-0.470828
2009-10-12,-0.49361
2009-10-19,-0.4728
2009-10-26,-0.658333
2009-11-01,-0.782085
2009-11-08,-0.753558
2009-11-15,-1.116349
2009-11-23,-1.092236
2009-11-30,-0.5308
2009-12-06,-0.065513
2009-12-13,-0.189276
2009-12-20,-0.423865
2009-12-28,-0.261458
2010-01-04,-0.115554
2010-01-11,0.147811
2010-01-17,-0.024599
2010-01-24,0.2079
2010-01-31,0.38561
2010-02-08,0.056182
2010-02-15,-0.103825
2010-02-22,0.097032
2010-02-28,-0.003146
2010-03-07,-0.258198
2010-03-15,-0.058236
2010-03-22,-0.011957
2010-03-29,-0.586243
2010-04-04,-0.430609
2010-04-11,-0.090047
2010-04-18,-0.303859
2010-04-26,-0.395209
2010-05-03,-0.291549
2010-05-10,-0.346051
2010-05-16,-0.345695
2010-05-23,-0.313758
2010-05-30,0.042753
2010-06-07,-0.053072
2010-06-14,-0.27131
2010-06-21,-0.232371
2010-06-27,-0.354528
2010-07-04,-0.40653
2010-07-12,-0.285197
2010-07-19,-0.14428
2010-07-26,-0.241218
2010-08-01,-0.560944
2010-08-08,-0.432241
2010-08-15,-0.319454
2010-08-23,-0.377119
2010-08-30,-0.369884
2010-09-06,-0.387956
2010-09-12,-0.429378
2010-09-19,-0.422012
2010-09-26,-0.473586
2010-10-04,-0.193488
2010-10-11,-0.301655
2010-10-17,-0.481749
2010-10-24,-0.300402
2010-10-31,-0.193265
2010-11-08,0.124151
2010-11-15,0.084395
2010-11-22,-0.202136
2010-11-28,-0.822021
2010-12-05,-0.617129
2010-12-12,-0.476464
2010-12-20,-0.481526
2010-12-27,-0.279565
2011-01-03,-0.301048
2011-01-09,0.033177
2011-01-16,-0.103071
2011-01-24,-0.327041
2011-01-31,-0.360113
2011-02-07,-0.529952
2011-02-13,-0.810683
2011-02-20,-0.430103
2011-02-27,-0.208133
2011-03-07,-0.445906
2011-03-14,-0.651816
2011-03-21,-0.732363
2011-03-27,-0.82386
2011-04-03,-0.907644
2011-04-10,-0.696589
2011-04-18,-0.45372
2011-04-25,-0.698167
2011-05-01,-0.929503
2011-05-08,-0.856197
2011-05-15,-0.676894
2011-05-23,-0.669172
2011-05-30,-0.824299
2011-06-06,-0.868727
2011-06-12,-0.96254
2011-06-19,-1.099912
2011-06-26,-1.108522
2011-07-04,-1.056981
2011-07-11,-1.006451
2011-07-18,-1.062711
2011-07-24,-0.973378
2011-07-31,-0.938509
2011-08-07,-1.052256
2011-08-15,-0.881712
2011-08-22,-0.780572
2011-08-28,-0.831922
2011-09-04,-0.733835
2011-09-11,-0.793917
2011-09-19,-1.0738
2011-09-26,-0.866629
2011-10-03,-0.811269
2011-10-09,-0.935323
2011-10-16,-0.711393
2011-10-23,-0.760259
2011-10-31,-0.856574
2011-11-07,-1.014933
2011-11-14,-1.396863
2011-11-20,-1.633493
2011-11-27,-1.370093
2011-12-05,-1.116466
2011-12-12,-1.255999
2011-12-19,-1.500713
2011-12-25,-1.620353
2012-01-01,-1.419933
2012-01-08,-1.113169
2012-01-15,-0.803474
2012-01-22,-1.309174
2012-01-29,-1.24973
2012-02-05,-0.798895
2012-02-12,-0.960697
2012-02-19,-1.067451
2012-02-26,-1.367053
2012-03-04,-1.580311
2012-03-11,-1.693193
2012-03-18,-1.678642
2012-03-25,-1.838916
2012-04-01,-1.583636
2012-04-08,-1.318062
2012-04-15,-1.32266
2012-04-22,-1.322923
2012-04-29,-1.443628
2012-05-06,-1.412566
2012-05-13,-1.101685
2012-05-20,-1.309277
2012-05-27,-1.491994
2012-06-03,-1.736534
2012-06-10,-1.735792
2012-06-17,-1.550423
2012-06-24,-1.631101
2012-07-01,-1.905325
2012-07-08,-1.647797
2012-07-15,-1.479532
2012-07-22,-1.528556
2012-07-29,-1.399334
2012-08-05,-1.272577
2012-08-12,-1.350313
2012-08-19,-1.336343
2012-08-26,-1.276114
2012-09-02,-1.462605
2012-09-09,-1.287237
2012-09-16,-1.185841
2012-09-23,-1.190731
2012-09-30,-0.69584
2012-10-07,-0.669997
2012-10-14,-0.851748
2012-10-21,-0.893501
2012-10-28,-1.083161
2012-11-04,-0.902336
2012-11-11,-0.965196
2012-11-18,-1.172126
2012-11-25,-1.100541
2012-12-02,-0.804599
2012-12-09,-0.69245
2012-12-16,-1.547454
2012-12-23,-1.676591
2012-12-30,-1.547506
2013-01-07,-1.581893
2013-01-13,-1.46718
2013-01-20,-1.222852
2013-01-27,-1.176629
2013-02-04,-1.554787
2013-02-11,-1.704269
2013-02-17,-1.885767
2013-02-24,-2.1145
2013-03-03,-1.648211
2013-03-11,-1.19326
2013-03-18,-0.977636
2013-03-25,-1.053242
2013-04-07,-0.970638
2013-04-14,-0.97094
2013-04-22,-0.847716
2013-04-29,-0.773237
2013-05-06,-0.918667
2013-05-12,-1.034712
2013-05-19,-0.911407
2013-05-27,-0.954478
2013-06-03,-1.06979
2013-06-10,-0.83985
2013-06-16,-1.032674
2013-06-23,-0.984568
2013-06-30,-0.836867
2013-07-08,-0.668151
2013-07-15,-0.761883
2013-07-22,-0.605488
2013-07-28,-0.582573
2013-08-04,-0.725146
2013-08-11,-0.708329
2013-08-19,-0.721057
2013-08-26,-0.789004
2013-09-02,-0.637078
2013-09-15,-0.623288
2013-09-23,-0.671343
2013-09-30,-0.633247
2013-10-07,-0.450042
2013-10-13,-0.476887
2013-10-20,-0.350357
2013-10-27,-0.372866
2013-11-04,-0.330568
2013-11-11,-0.344214
2013-11-18,-0.229182
2013-11-24,-0.065285
2013-12-01,-0.237575
2013-12-08,-0.444662
2013-12-16,-0.410312
2013-12-23,-0.525753
2013-12-29,-0.385018
2014-01-05,-0.305807
2014-01-12,-0.303896
2014-01-20,0.165603
2014-01-27,0.633385
2014-02-03,0.436243
2014-02-09,-0.081609
2014-02-16,-0.193457
2014-02-23,0.364489
2014-03-03,0.695185
2014-03-10,0.484638
2014-03-17,0.409859
2014-03-23,0.405528
2014-03-30,0.158836
